12:19, nedjelja, prosinac 01, 2024
Study name:Thermal 1
Units: Celsius
Selected reference : N/A
Node  ,X (mm)  ,Y (mm)  ,Z (mm)  ,TEMP (Celsius)
1496  ,10.6827  ,21.6418  ,30.9732  ,2.61307e+01
6130  ,6.06006  ,20.7162  ,38.913  ,2.61307e+01
7525  ,12.3089  ,19.8572  ,23.9847  ,2.61306e+01
7522  ,10.2089  ,19.8572  ,23.9847  ,2.61305e+01
7442  ,12.3089  ,19.8572  ,43.8794  ,2.61305e+01
7439  ,10.2089  ,19.8572  ,43.8794  ,2.61305e+01
7357  ,12.6589  ,20.8043  ,26.932  ,2.61305e+01
4396  ,13.1203  ,21.6597  ,35.3097  ,2.61298e+01
7510  ,10.0526  ,20.7925  ,26.8727  ,2.61297e+01
6168  ,7.06856  ,21.0177  ,29.1063  ,2.61296e+01
3257  ,11.9374  ,21.4645  ,37.8988  ,2.61293e+01
6249  ,9.09094  ,20.6347  ,41.425  ,2.61292e+01
7091  ,18.2732  ,20.7079  ,32.1684  ,2.61292e+01
1740  ,11.9589  ,21.8572  ,34.3005  ,2.61291e+01
7081  ,17.9173  ,20.8957  ,34.6616  ,2.61291e+01
7088  ,17.9173  ,20.8957  ,33.5564  ,2.61291e+01
6008  ,5.01007  ,20.7162  ,37.8077  ,2.61283e+01
5068  ,10.813  ,21.6098  ,37.2864  ,2.61281e+01
685  ,13.3589  ,19.8572  ,23.9847  ,2.61280e+01
694  ,13.3589  ,19.8572  ,43.8794  ,2.61279e+01
856  ,9.1589  ,19.8572  ,43.8794  ,2.61279e+01
847  ,9.1589  ,19.8572  ,23.9847  ,2.61279e+01
7196  ,16.0621  ,20.7245  ,39.6803  ,2.61272e+01
7089  ,18.4342  ,20.7541  ,33.3298  ,2.61271e+01
7075  ,17.5855  ,20.8618  ,36.8836  ,2.61270e+01
6290  ,9.00256  ,20.7925  ,26.8727  ,2.61270e+01
722  ,17.5589  ,19.8572  ,26.1952  ,2.61270e+01
729  ,17.5589  ,19.8572  ,41.6689  ,2.61269e+01
884  ,4.9589  ,19.8572  ,26.1952  ,2.61268e+01
891  ,4.9589  ,19.8572  ,41.6689  ,2.61268e+01
7318  ,13.9678  ,20.954  ,40.2452  ,2.61264e+01
6981  ,20.7089  ,19.8572  ,31.7215  ,2.61262e+01
6967  ,20.7089  ,19.8572  ,36.1426  ,2.61261e+01
6038  ,5.28912  ,20.6693  ,29.1667  ,2.61261e+01
6021  ,3.94308  ,20.6602  ,32.195  ,2.61260e+01
2424  ,9.81851  ,21.5532  ,30.1913  ,2.61260e+01
5889  ,1.8089  ,19.8572  ,36.1426  ,2.61260e+01
5903  ,1.8089  ,19.8572  ,31.7215  ,2.61259e+01
3201  ,8.04074  ,21.6315  ,34.2153  ,2.61258e+01
2423  ,9.89685  ,21.7594  ,31.5138  ,2.61251e+01
2443  ,11.3386  ,21.8111  ,31.502  ,2.61250e+01
7076  ,17.1121  ,20.7245  ,38.575  ,2.61248e+01
7115  ,18.6089  ,19.8572  ,27.3005  ,2.61247e+01
7072  ,18.6089  ,19.8572  ,40.5636  ,2.61245e+01
5998  ,3.9089  ,19.8572  ,40.5636  ,2.61244e+01
6041  ,3.9089  ,19.8572  ,27.3005  ,2.61244e+01
2435  ,11.9767  ,21.9188  ,33.1657  ,2.61242e+01
4550  ,13.2084  ,21.6871  ,36.4382  ,2.61241e+01
7098  ,18.2732  ,20.7079  ,31.0631  ,2.61240e+01
7230  ,15.0894  ,20.9697  ,28.0519  ,2.61235e+01
7103  ,17.3284  ,20.655  ,28.9333  ,2.61234e+01
5067  ,9.50239  ,21.6499  ,37.2587  ,2.61232e+01
6000  ,5.71582  ,20.5528  ,39.9506  ,2.61231e+01
4392  ,13.2953  ,21.8518  ,34.2965  ,2.61230e+01
741  ,19.6589  ,19.8572  ,28.4057  ,2.61223e+01
746  ,19.6589  ,19.8572  ,39.4584  ,2.61222e+01
5077  ,8.92074  ,21.4185  ,38.4556  ,2.61222e+01
903  ,2.8589  ,19.8572  ,28.4057  ,2.61221e+01
908  ,2.8589  ,19.8572  ,39.4584  ,2.61221e+01
6253  ,8.28018  ,21.1812  ,39.6245  ,2.61218e+01
5901  ,3.93696  ,20.7919  ,32.8448  ,2.61216e+01
2425  ,11.3485  ,21.7354  ,30.3881  ,2.61215e+01
6122  ,8.04094  ,20.6347  ,41.425  ,2.61214e+01
1693  ,8.95435  ,21.4646  ,29.4095  ,2.61213e+01
7107  ,17.0195  ,20.5508  ,27.9339  ,2.61211e+01
6982  ,20.7089  ,19.8572  ,30.6162  ,2.61208e+01
6959  ,20.7089  ,19.8572  ,37.2478  ,2.61208e+01
6031  ,3.94308  ,20.6602  ,31.0897  ,2.61208e+01
5908  ,1.8089  ,19.8572  ,30.6163  ,2.61206e+01
5888  ,1.8089  ,19.8572  ,37.2478  ,2.61206e+01
5893  ,3.5589  ,20.6718  ,35.4288  ,2.61205e+01
3254  ,8.49469  ,21.6282  ,37.0816  ,2.61205e+01
6119  ,6.76582  ,20.5528  ,41.0558  ,2.61205e+01
1816  ,9.03269  ,21.6708  ,30.732  ,2.61204e+01
6169  ,6.61386  ,20.8535  ,28.0005  ,2.61202e+01
7371  ,14.4089  ,19.8572  ,23.9847  ,2.61201e+01
7307  ,14.4089  ,19.8572  ,43.8794  ,2.61201e+01
6244  ,8.1089  ,19.8572  ,43.8794  ,2.61200e+01
6299  ,8.1089  ,19.8572  ,23.9847  ,2.61200e+01
7248  ,16.5089  ,19.8572  ,25.0899  ,2.61197e+01
1734  ,9.11103  ,21.877  ,32.0545  ,2.61196e+01
5075  ,7.91304  ,21.3967  ,38.2785  ,2.61195e+01
6117  ,6.0089  ,19.8572  ,42.7741  ,2.61195e+01
7191  ,16.5089  ,19.8572  ,42.7741  ,2.61195e+01
2436  ,10.5528  ,21.9287  ,32.0427  ,2.61194e+01
6178  ,6.0089  ,19.8572  ,25.0899  ,2.61194e+01
1494  ,11.9945  ,21.9804  ,32.0309  ,2.61193e+01
6174  ,7.95256  ,20.7925  ,26.8727  ,2.61193e+01
7195  ,15.0178  ,20.954  ,40.2452  ,2.61187e+01
7239  ,15.9695  ,20.5508  ,26.8286  ,2.61185e+01
3251  ,7.69946  ,21.689  ,35.2483  ,2.61184e+01
4395  ,13.3131  ,21.9134  ,33.1618  ,2.61181e+01
6002  ,5.01007  ,20.7162  ,38.913  ,2.61178e+01
3905  ,13.1654  ,21.6535  ,37.5267  ,2.61175e+01
7456  ,11.133  ,21.3996  ,40.0834  ,2.61171e+01
5894  ,3.1957  ,20.659  ,34.6608  ,2.61169e+01
5900  ,3.1957  ,20.659  ,33.5555  ,2.61169e+01
1123  ,14.6317  ,21.8463  ,34.2926  ,2.61169e+01
2413  ,10.4843  ,21.6469  ,29.6063  ,2.61168e+01
1739  ,12.266  ,21.4559  ,39.4707  ,2.61159e+01
7360  ,14.0394  ,20.9697  ,26.9466  ,2.61158e+01
2442  ,12.0044  ,21.9047  ,30.917  ,2.61158e+01
4394  ,15.4952  ,21.6721  ,33.2019  ,2.61154e+01
5885  ,3.5589  ,20.6718  ,36.534  ,2.61152e+01
5063  ,11.1416  ,21.6012  ,38.8583  ,2.61147e+01
6247  ,8.63824  ,20.6202  ,42.1652  ,2.61146e+01
6965  ,18.6355  ,20.8618  ,35.7783  ,2.61145e+01
7069  ,17.1121  ,20.7245  ,39.6803  ,2.61143e+01
2440  ,13.4115  ,21.9405  ,32.0734  ,2.61143e+01
6127  ,7.23018  ,21.1812  ,39.6245  ,2.61141e+01
1513  ,16.3587  ,21.4978  ,32.1111  ,2.61139e+01
7447  ,11.7147  ,20.8665  ,41.9658  ,2.61138e+01
3250  ,7.67329  ,21.7053  ,36.3912  ,2.61137e+01
1029  ,10.0171  ,21.7464  ,38.246  ,2.61135e+01
7077  ,17.9089  ,20.8572  ,37.9847  ,2.61135e+01
7511  ,11.6089  ,20.8572  ,25.8268  ,2.61132e+01
4393  ,14.7301  ,21.8735  ,33.2042  ,2.61131e+01
703  ,15.4589  ,19.8572  ,23.9847  ,2.61123e+01
1498  ,12.0142  ,21.8291  ,29.8031  ,2.61123e+01
712  ,15.4589  ,19.8572  ,43.8794  ,2.61122e+01
874  ,7.0589  ,19.8572  ,43.8794  ,2.61121e+01
865  ,7.0589  ,19.8572  ,23.9847  ,2.61121e+01
6029  ,4.28546  ,20.8374  ,30.2198  ,2.61121e+01
7190  ,16.0621  ,20.7245  ,40.7856  ,2.61117e+01
3200  ,7.76114  ,21.8508  ,33.1398  ,2.61117e+01
2373  ,15.5936  ,21.6992  ,32.1135  ,2.61115e+01
6973  ,19.3232  ,20.7079  ,32.1684  ,2.61114e+01
6961  ,18.9673  ,20.8957  ,34.6616  ,2.61113e+01
7310  ,12.7647  ,20.8665  ,41.9658  ,2.61112e+01
4553  ,14.7198  ,21.8737  ,35.4211  ,2.61112e+01
7509  ,10.5322  ,20.887  ,25.8425  ,2.61110e+01
7312  ,13.9678  ,20.954  ,41.3505  ,2.61110e+01
5066  ,9.0094  ,21.7247  ,38.0688  ,2.61108e+01
7359  ,12.6589  ,20.8572  ,25.8268  ,2.61107e+01
7095  ,18.3496  ,20.8378  ,30.2785  ,2.61106e+01
5887  ,3.96007  ,20.7162  ,37.8077  ,2.61105e+01
2219  ,7.75819  ,21.8196  ,31.8423  ,2.61104e+01
6987  ,20.7089  ,19.8572  ,29.511  ,2.61103e+01
6958  ,20.7089  ,19.8572  ,38.3531  ,2.61102e+01
5882  ,1.8089  ,19.8572  ,38.3531  ,2.61100e+01
5909  ,1.8089  ,19.8572  ,29.511  ,2.61100e+01
6962  ,19.4842  ,20.7541  ,34.435  ,2.61093e+01
6971  ,19.4842  ,20.7541  ,33.3298  ,2.61093e+01
1516  ,14.8285  ,21.9006  ,32.1159  ,2.61092e+01
6954  ,18.6355  ,20.8618  ,36.8836  ,2.61092e+01
7116  ,18.6089  ,19.8572  ,26.1952  ,2.61090e+01
761  ,21.7589  ,19.8572  ,32.8268  ,2.61089e+01
7067  ,18.6089  ,19.8572  ,41.6689  ,2.61089e+01
6854  ,21.7589  ,19.8572  ,33.932  ,2.61089e+01
762  ,21.7589  ,19.8572  ,35.0373  ,2.61089e+01
7535  ,11.2589  ,19.8572  ,22.8794  ,2.61089e+01
7443  ,11.2589  ,19.8572  ,44.9847  ,2.61088e+01
6047  ,3.9089  ,19.8572  ,26.1952  ,2.61088e+01
5997  ,3.9089  ,19.8572  ,41.6689  ,2.61088e+01
924  ,0.758901  ,19.8572  ,35.0373  ,2.61087e+01
923  ,0.758901  ,19.8572  ,32.8268  ,2.61087e+01
5781  ,0.758901  ,19.8572  ,33.932  ,2.61087e+01
6289  ,9.48219  ,20.887  ,25.8425  ,2.61084e+01
5898  ,2.89308  ,20.6602  ,32.195  ,2.61082e+01
1315  ,8.0017  ,21.703  ,37.8917  ,2.61081e+01
7236  ,15.0894  ,20.9697  ,26.9466  ,2.61080e+01
5994  ,5.71582  ,20.5528  ,41.0558  ,2.61075e+01
6036  ,5.56386  ,20.8535  ,28.0005  ,2.61073e+01
1817  ,10.4566  ,21.608  ,28.5392  ,2.61069e+01
6121  ,7.58824  ,20.6202  ,42.1652  ,2.61068e+01
6995  ,19.6589  ,19.8572  ,27.3005  ,2.61067e+01
6952  ,19.6589  ,19.8572  ,40.5636  ,2.61066e+01
7124  ,17.5589  ,19.8572  ,25.0899  ,2.61066e+01
7068  ,17.5589  ,19.8572  ,42.7741  ,2.61065e+01
6056  ,4.9589  ,19.8572  ,25.0899  ,2.61064e+01
5924  ,2.8589  ,19.8572  ,27.3005  ,2.61064e+01
5883  ,2.8589  ,19.8572  ,40.5636  ,2.61064e+01
5999  ,4.9589  ,19.8572  ,42.7741  ,2.61064e+01
4401  ,15.638  ,21.8541  ,34.2459  ,2.61063e+01
7533  ,12.3089  ,19.8572  ,22.8794  ,2.61062e+01
7441  ,12.3089  ,19.8572  ,44.9847  ,2.61062e+01
7523  ,10.2089  ,19.8572  ,22.8794  ,2.61062e+01
7432  ,10.2089  ,19.8572  ,44.9847  ,2.61062e+01
6980  ,19.3232  ,20.7079  ,31.0631  ,2.61061e+01
7445  ,10.8159  ,20.6519  ,42.9411  ,2.61058e+01
7114  ,17.0195  ,20.5508  ,26.8286  ,2.61056e+01
1098  ,14.8079  ,21.901  ,36.5497  ,2.61056e+01
2439  ,13.421  ,21.9828  ,30.9599  ,2.61051e+01
4398  ,16.5015  ,21.6798  ,33.1552  ,2.61048e+01
6175  ,6.61386  ,20.8535  ,26.8952  ,2.61047e+01
5076  ,6.4428  ,21.3329  ,38.5164  ,2.61043e+01
3904  ,13.4939  ,21.6449  ,39.0987  ,2.61041e+01
1324  ,6.41125  ,21.8247  ,34.2252  ,2.61038e+01
7311  ,13.8319  ,20.6552  ,42.6648  ,2.61037e+01
7361  ,14.0589  ,20.8572  ,25.8268  ,2.61037e+01
7379  ,13.3589  ,19.8572  ,22.8794  ,2.61036e+01
6861  ,21.7589  ,19.8572  ,31.7215  ,2.61036e+01
7308  ,13.3589  ,19.8572  ,44.9847  ,2.61036e+01
6847  ,21.7589  ,19.8572  ,36.1426  ,2.61036e+01
6308  ,9.1589  ,19.8572  ,22.8794  ,2.61035e+01
6246  ,9.1589  ,19.8572  ,44.9847  ,2.61035e+01
1823  ,8.90029  ,21.5962  ,28.4798  ,2.61035e+01
5788  ,0.758901  ,19.8572  ,31.7215  ,2.61034e+01
5774  ,0.758901  ,19.8572  ,36.1426  ,2.61034e+01
6248  ,9.76593  ,20.6519  ,42.9411  ,2.61032e+01
7188  ,15.0178  ,20.954  ,41.3505  ,2.61031e+01
7071  ,17.9089  ,20.8572  ,39.0899  ,2.61030e+01
5907  ,2.89308  ,20.6602  ,31.0897  ,2.61029e+01
3204  ,6.4083  ,21.7935  ,32.9276  ,2.61025e+01
2412  ,11.9866  ,21.7902  ,28.736  ,2.61024e+01
2372  ,15.6031  ,21.7415  ,31  ,2.61024e+01
5065  ,9.52004  ,21.5793  ,39.7135  ,2.61018e+01
7448  ,11.133  ,21.3996  ,41.1886  ,2.61016e+01
2414  ,13.4308  ,21.9071  ,29.846  ,2.61016e+01
6037  ,4.28546  ,20.8374  ,29.1145  ,2.61016e+01
2542  ,16.7283  ,21.4753  ,30.786  ,2.61013e+01
3242  ,7.1803  ,21.7801  ,37.2013  ,2.61013e+01
1555  ,6.40535  ,21.7623  ,31.6301  ,2.61012e+01
4554  ,15.726  ,21.8814  ,35.3745  ,2.61006e+01
7102  ,18.3496  ,20.8378  ,29.1732  ,2.61001e+01
2362  ,14.838  ,21.9429  ,31.0024  ,2.61001e+01
5880  ,3.96007  ,20.7162  ,38.913  ,2.60999e+01
6988  ,20.7089  ,19.8572  ,28.4057  ,2.60997e+01
6951  ,20.7089  ,19.8572  ,39.4584  ,2.60996e+01
5915  ,1.8089  ,19.8572  ,28.4057  ,2.60995e+01
5881  ,1.8089  ,19.8572  ,39.4584  ,2.60995e+01
7249  ,16.5089  ,19.8572  ,23.9847  ,2.60993e+01
7185  ,16.5089  ,19.8572  ,43.8794  ,2.60992e+01
3205  ,6.38508  ,21.841  ,35.3681  ,2.60991e+01
6183  ,6.0089  ,19.8572  ,23.9847  ,2.60991e+01
6116  ,6.0089  ,19.8572  ,43.8794  ,2.60991e+01
4551  ,14.7649  ,21.8675  ,37.6382  ,2.60989e+01
7064  ,17.1121  ,20.7245  ,40.7856  ,2.60987e+01
2224  ,8.01629  ,21.8214  ,29.6082  ,2.60984e+01
760  ,21.7589  ,19.8572  ,30.6162  ,2.60983e+01
763  ,21.7589  ,19.8572  ,37.2478  ,2.60982e+01
922  ,0.758901  ,19.8572  ,30.6163  ,2.60980e+01
925  ,0.758901  ,19.8572  ,37.2478  ,2.60980e+01
2240  ,6.01234  ,21.6218  ,30.7789  ,2.60977e+01
2222  ,8.09463  ,22.0275  ,30.9307  ,2.60975e+01
6291  ,7.79  ,20.8571  ,25.8381  ,2.60972e+01
4671  ,5.71314  ,21.7756  ,33.5439  ,2.60966e+01
7237  ,15.1089  ,20.8572  ,25.8268  ,2.60959e+01
7187  ,14.8819  ,20.6552  ,42.6648  ,2.60959e+01
7377  ,14.4089  ,19.8572  ,22.8794  ,2.60958e+01
6239  ,8.1089  ,19.8572  ,44.9847  ,2.60957e+01
1122  ,16.6442  ,21.8618  ,34.1992  ,2.60957e+01
7306  ,14.4089  ,19.8572  ,44.9847  ,2.60956e+01
6956  ,18.9589  ,20.8572  ,37.9847  ,2.60956e+01
6300  ,8.1089  ,19.8572  ,22.8794  ,2.60956e+01
3220  ,5.33508  ,21.6555  ,35.0227  ,2.60955e+01
4667  ,5.71019  ,21.7444  ,32.2464  ,2.60954e+01
7358  ,13.3447  ,20.8262  ,25.0649  ,2.60953e+01
1326  ,6.3589  ,21.8572  ,36.511  ,2.60945e+01
6241  ,8.63824  ,20.6202  ,43.2705  ,2.60944e+01
5905  ,3.23546  ,20.8374  ,30.2198  ,2.60942e+01
1547  ,5.61934  ,21.4813  ,29.9277  ,2.60941e+01
6001  ,4.64391  ,20.8694  ,39.8334  ,2.60939e+01
6120  ,6.98639  ,20.9217  ,41.738  ,2.60938e+01
7437  ,11.7147  ,20.8665  ,43.071  ,2.60936e+01
7104  ,17.5126  ,21.0548  ,28.2427  ,2.60935e+01
7519  ,11.6089  ,20.8572  ,24.7215  ,2.60930e+01
4859  ,6.53147  ,21.6391  ,38.1296  ,2.60929e+01
6977  ,19.3996  ,20.8378  ,30.2785  ,2.60928e+01
1724  ,11.9589  ,21.7513  ,27.6689  ,2.60926e+01
1196  ,14.7218  ,21.8339  ,38.7267  ,2.60922e+01
4654  ,4.97187  ,21.6427  ,34.2547  ,2.60919e+01
4669  ,5.31718  ,21.604  ,31.3952  ,2.60918e+01
5892  ,2.1589  ,20.6718  ,35.7742  ,2.60918e+01
6043  ,5.56386  ,20.8535  ,26.8952  ,2.60917e+01
6039  ,4.32936  ,20.8146  ,28.0428  ,2.60915e+01
5133  ,17.6731  ,21.5282  ,31.8105  ,2.60913e+01
2876  ,17.3172  ,21.716  ,33.1985  ,2.60912e+01
740  ,19.6589  ,19.8572  ,26.1952  ,2.60910e+01
7303  ,12.7647  ,20.8665  ,43.071  ,2.60910e+01
1517  ,14.8474  ,21.9852  ,29.8889  ,2.60909e+01
747  ,19.6589  ,19.8572  ,41.6689  ,2.60909e+01
3218  ,5.3089  ,21.6718  ,36.1656  ,2.60909e+01
7517  ,10.5322  ,20.887  ,24.7372  ,2.60908e+01
902  ,2.8589  ,19.8572  ,26.1952  ,2.60907e+01
909  ,2.8589  ,19.8572  ,41.6689  ,2.60907e+01
6292  ,8.48767  ,20.8113  ,25.0251  ,2.60906e+01
1982  ,10.4427  ,22.7405  ,33.9767  ,2.60905e+01
7367  ,12.6589  ,20.8572  ,24.7215  ,2.60904e+01
4552  ,16.21  ,21.8837  ,36.5345  ,2.60903e+01
1521  ,9.02297  ,21.4122  ,41.181  ,2.60901e+01
2541  ,15.9727  ,21.719  ,29.6749  ,2.60898e+01
1084  ,5.01502  ,21.7266  ,32.8627  ,2.60895e+01
6176  ,6.74  ,20.8571  ,25.8381  ,2.60894e+01
3245  ,9.80997  ,22.6942  ,34.9892  ,2.60894e+01
7106  ,18.55  ,20.658  ,27.7799  ,2.60893e+01
1979  ,9.06456  ,22.6478  ,33.8846  ,2.60892e+01
2347  ,7.74785  ,21.3302  ,40.8119  ,2.60892e+01
1819  ,10.4026  ,21.7395  ,27.6095  ,2.60892e+01
7070  ,17.9089  ,20.8572  ,40.1952  ,2.60890e+01
1474  ,17.098  ,21.4528  ,29.461  ,2.60888e+01
4569  ,12.1339  ,22.6652  ,36.0505  ,2.60886e+01
7122  ,18.6089  ,19.8572  ,25.0899  ,2.60886e+01
7066  ,18.6089  ,19.8572  ,42.7741  ,2.60884e+01
5992  ,3.9089  ,19.8572  ,42.7741  ,2.60884e+01
2227  ,6.74179  ,21.9702  ,30.7185  ,2.60883e+01
1538  ,6.47273  ,21.2483  ,40.4427  ,2.60883e+01
6048  ,3.9089  ,19.8572  ,25.0899  ,2.60883e+01
6296  ,9.48219  ,20.887  ,24.7372  ,2.60882e+01
7256  ,15.4589  ,19.8572  ,22.8794  ,2.60879e+01
7186  ,15.4589  ,19.8572  ,44.9847  ,2.60878e+01
6118  ,7.0589  ,19.8572  ,44.9847  ,2.60877e+01
6192  ,7.0589  ,19.8572  ,22.8794  ,2.60877e+01
3855  ,13.3671  ,21.9557  ,28.7505  ,2.60877e+01
6868  ,21.7589  ,19.8572  ,29.511  ,2.60877e+01
5074  ,7.61291  ,21.7979  ,39.228  ,2.60876e+01
6840  ,21.7589  ,19.8572  ,38.3531  ,2.60876e+01
4799  ,15.6638  ,21.6147  ,28.6755  ,2.60875e+01
5794  ,0.758901  ,19.8572  ,29.511  ,2.60874e+01
5767  ,0.758901  ,19.8572  ,38.3531  ,2.60874e+01
1321  ,4.2589  ,21.4863  ,35.8202  ,2.60873e+01
3961  ,10.4891  ,22.5493  ,36.9153  ,2.60872e+01
3259  ,10.7793  ,22.7116  ,36.0499  ,2.60869e+01
7105  ,17.5799  ,20.8934  ,27.3016  ,2.60866e+01
6112  ,7.58824  ,20.6202  ,43.2705  ,2.60866e+01
6964  ,20.3373  ,20.8373  ,35.2075  ,2.60865e+01
4800  ,16.7891  ,21.3485  ,28.4615  ,2.60865e+01
6972  ,20.367  ,20.8457  ,33.1231  ,2.60865e+01
6963  ,20.367  ,20.8457  ,34.2284  ,2.60865e+01
5884  ,2.1589  ,20.6718  ,36.8794  ,2.60865e+01
721  ,17.5589  ,19.8572  ,23.9847  ,2.60862e+01
730  ,17.5589  ,19.8572  ,43.8794  ,2.60861e+01
4855  ,5.71006  ,21.7162  ,37.4393  ,2.60861e+01
883  ,4.9589  ,19.8572  ,23.9847  ,2.60860e+01
892  ,4.9589  ,19.8572  ,43.8794  ,2.60860e+01
1692  ,8.84622  ,21.7278  ,27.5502  ,2.60857e+01
5775  ,1.84308  ,20.6602  ,32.195  ,2.60857e+01
7436  ,10.8159  ,20.6519  ,44.0463  ,2.60856e+01
4400  ,17.1282  ,21.8641  ,35.3593  ,2.60854e+01
6948  ,18.9589  ,20.8572  ,39.0899  ,2.60850e+01
6966  ,19.6676  ,21.0715  ,36.0425  ,2.60850e+01
2386  ,12.2182  ,21.6658  ,40.8667  ,2.60850e+01
3231  ,8.71456  ,22.6478  ,34.9898  ,2.60849e+01
2241  ,6.34878  ,21.8297  ,29.8673  ,2.60848e+01
3909  ,13.4213  ,21.7534  ,40.2514  ,2.60847e+01
4672  ,4.27376  ,21.5937  ,33.5735  ,2.60847e+01
666  ,11.2589  ,19.8572  ,21.7741  ,2.60845e+01
677  ,11.2589  ,19.8572  ,46.0899  ,2.60844e+01
2449  ,11.3954  ,22.6787  ,31.1455  ,2.60844e+01
1067  ,16.4802  ,21.2443  ,27.4621  ,2.60841e+01
6993  ,20.7089  ,19.8572  ,27.3005  ,2.60840e+01
7238  ,16.5299  ,20.8934  ,26.1963  ,2.60840e+01
7235  ,16.6255  ,20.6697  ,25.6314  ,2.60839e+01
6950  ,20.7089  ,19.8572  ,40.5636  ,2.60838e+01
5875  ,1.8089  ,19.8572  ,40.5636  ,2.60838e+01
5891  ,2.1394  ,20.8951  ,34.3784  ,2.60837e+01
5899  ,2.1394  ,20.8951  ,33.2732  ,2.60837e+01
5912  ,3.23546  ,20.8374  ,29.1145  ,2.60836e+01
3908  ,16.167  ,21.8501  ,37.623  ,2.60836e+01
5916  ,1.8089  ,19.8572  ,27.3005  ,2.60836e+01
4656  ,3.8957  ,21.4736  ,35.0522  ,2.60836e+01
7304  ,13.8319  ,20.6552  ,43.77  ,2.60835e+01
7368  ,14.0589  ,20.8572  ,24.7215  ,2.60835e+01
4851  ,5.76698  ,21.4118  ,39.4052  ,2.60830e+01
6242  ,9.76593  ,20.6519  ,44.0463  ,2.60830e+01
4857  ,4.66007  ,21.5308  ,37.0939  ,2.60825e+01
3960  ,9.17848  ,22.5895  ,36.8876  ,2.60824e+01
7189  ,15.8244  ,20.8456  ,42.4106  ,2.60824e+01
6852  ,22.8089  ,19.8572  ,33.932  ,2.60823e+01
6853  ,22.8089  ,19.8572  ,32.8268  ,2.60822e+01
6846  ,22.8089  ,19.8572  ,35.0373  ,2.60822e+01
6984  ,19.3996  ,20.8378  ,29.1732  ,2.60822e+01
4558  ,11.9592  ,22.6381  ,37.2894  ,2.60821e+01
4399  ,17.4599  ,21.898  ,34.2426  ,2.60821e+01
5779  ,-0.2911  ,19.8572  ,32.8268  ,2.60821e+01
5773  ,-0.2911  ,19.8572  ,33.932  ,2.60821e+01
5772  ,-0.2911  ,19.8572  ,35.0373  ,2.60821e+01
3255  ,9.46869  ,22.7517  ,36.0222  ,2.60820e+01
7534  ,12.3089  ,19.8572  ,21.7741  ,2.60819e+01
7531  ,10.2089  ,19.8572  ,21.7741  ,2.60818e+01
7434  ,12.3089  ,19.8572  ,46.0899  ,2.60818e+01
7431  ,10.2089  ,19.8572  ,46.0899  ,2.60818e+01
4566  ,12.3089  ,22.8572  ,35.0373  ,2.60818e+01
6970  ,20.3576  ,20.8813  ,32.0981  ,2.60815e+01
3918  ,15.6936  ,21.7129  ,39.3145  ,2.60814e+01
6953  ,20.3373  ,20.8373  ,36.3128  ,2.60812e+01
1980  ,11.587  ,22.95  ,34.0242  ,2.60812e+01
2225  ,7.96222  ,21.953  ,28.6785  ,2.60806e+01
5784  ,1.84308  ,20.6602  ,31.0897  ,2.60803e+01
4385  ,12.9936  ,22.8499  ,33.9157  ,2.60803e+01
3244  ,10.9543  ,22.9037  ,35.0367  ,2.60801e+01
1086  ,3.5325  ,21.4608  ,34.2842  ,2.60799e+01
6955  ,19.6676  ,21.0715  ,37.1478  ,2.60797e+01
684  ,13.3589  ,19.8572  ,21.7741  ,2.60793e+01
846  ,9.1589  ,19.8572  ,21.7741  ,2.60792e+01
695  ,13.3589  ,19.8572  ,46.0899  ,2.60792e+01
857  ,9.1589  ,19.8572  ,46.0899  ,2.60792e+01
5064  ,8.70928  ,22.1258  ,39.0183  ,2.60789e+01
3253  ,8.14649  ,22.5014  ,36.8925  ,2.60789e+01
5134  ,18.0427  ,21.5057  ,30.4855  ,2.60788e+01
2451  ,12.0514  ,22.848  ,31.6743  ,2.60787e+01
5995  ,4.64391  ,20.8694  ,40.9386  ,2.60783e+01
6123  ,5.8339  ,20.8043  ,42.1294  ,2.60778e+01
3853  ,13.3394  ,21.9168  ,27.6834  ,2.60778e+01
1059  ,5.06123  ,21.5752  ,38.3676  ,2.60777e+01
7518  ,12.2947  ,20.8262  ,23.9597  ,2.60777e+01
3252  ,8.37329  ,22.7053  ,36.0228  ,2.60775e+01
6957  ,19.8619  ,20.8682  ,38.1022  ,2.60772e+01
5906  ,2.1589  ,20.7513  ,30.2478  ,2.60771e+01
759  ,21.7589  ,19.8572  ,28.4057  ,2.60771e+01
3854  ,14.7836  ,22.0337  ,28.7935  ,2.60770e+01
764  ,21.7589  ,19.8572  ,39.4584  ,2.60770e+01
6859  ,22.8089  ,19.8572  ,31.7215  ,2.60769e+01
6845  ,22.8089  ,19.8572  ,36.1426  ,2.60768e+01
926  ,0.758901  ,19.8572  ,39.4584  ,2.60768e+01
921  ,0.758901  ,19.8572  ,28.4057  ,2.60768e+01
5780  ,-0.2911  ,19.8572  ,31.7215  ,2.60767e+01
5766  ,-0.2911  ,19.8572  ,36.1426  ,2.60767e+01
2434  ,10.3302  ,22.876  ,31.232  ,2.60764e+01
6046  ,5.69  ,20.8571  ,25.8381  ,2.60764e+01
1981  ,10.1631  ,22.9598  ,32.9011  ,2.60764e+01
2438  ,11.6048  ,23.0116  ,32.8894  ,2.60763e+01
