12:15, nedjelja, prosinac 01, 2024
Study name:Thermal 1
Units: Celsius
Selected reference : N/A
Node  ,X (mm)  ,Y (mm)  ,Z (mm)  ,TEMP (Celsius)
4676  ,13.8876  ,22.3085  ,25.9384  ,2.91654e+01
4639  ,13.8876  ,22.3085  ,35.8207  ,2.91654e+01
601  ,8.94641  ,22.3085  ,32.1149  ,2.91643e+01
3704  ,8.94641  ,22.3085  ,30.8796  ,2.91642e+01
600  ,8.94641  ,22.3085  ,29.6443  ,2.91642e+01
4425  ,18.8288  ,22.3085  ,30.8796  ,2.91642e+01
489  ,18.8288  ,22.3085  ,32.1149  ,2.91642e+01
488  ,18.8288  ,22.3085  ,29.6443  ,2.91642e+01
4663  ,12.6523  ,22.3085  ,25.9384  ,2.91628e+01
4674  ,15.1229  ,22.3085  ,25.9384  ,2.91628e+01
4628  ,12.6523  ,22.3085  ,35.8207  ,2.91628e+01
4637  ,15.1229  ,22.3085  ,35.8207  ,2.91628e+01
3817  ,10.1817  ,22.3085  ,27.1737  ,2.91622e+01
3794  ,10.1817  ,22.3085  ,34.5854  ,2.91622e+01
4516  ,17.5935  ,22.3085  ,34.5854  ,2.91622e+01
4537  ,17.5935  ,22.3085  ,27.1737  ,2.91622e+01
3796  ,11.417  ,22.3085  ,35.8207  ,2.91603e+01
4547  ,16.3582  ,22.3085  ,25.9384  ,2.91602e+01
3827  ,11.417  ,22.3085  ,25.9384  ,2.91602e+01
4517  ,16.3582  ,22.3085  ,35.8207  ,2.91602e+01
3712  ,8.94641  ,22.3085  ,28.409  ,2.91594e+01
3696  ,8.94641  ,22.3085  ,33.3502  ,2.91594e+01
4432  ,18.8288  ,22.3085  ,28.409  ,2.91594e+01
4420  ,18.8288  ,22.3085  ,33.3502  ,2.91593e+01
454  ,13.8876  ,22.3085  ,24.7031  ,2.91558e+01
459  ,13.8876  ,22.3085  ,37.056  ,2.91558e+01
602  ,8.94641  ,22.3085  ,34.5854  ,2.91545e+01
599  ,8.94641  ,22.3085  ,27.1737  ,2.91545e+01
487  ,18.8288  ,22.3085  ,27.1737  ,2.91545e+01
490  ,18.8288  ,22.3085  ,34.5854  ,2.91544e+01
4627  ,12.6523  ,22.3085  ,37.056  ,2.91532e+01
4675  ,15.1229  ,22.3085  ,24.7031  ,2.91532e+01
4672  ,12.6523  ,22.3085  ,24.7031  ,2.91532e+01
4630  ,15.1229  ,22.3085  ,37.056  ,2.91531e+01
3788  ,10.1817  ,22.3085  ,35.8207  ,2.91526e+01
4545  ,17.5935  ,22.3085  ,25.9384  ,2.91525e+01
3818  ,10.1817  ,22.3085  ,25.9384  ,2.91525e+01
4515  ,17.5935  ,22.3085  ,35.8207  ,2.91525e+01
3694  ,7.71111  ,22.3085  ,32.1149  ,2.91515e+01
3695  ,7.71111  ,22.3085  ,30.8796  ,2.91515e+01
3702  ,7.71111  ,22.3085  ,29.6443  ,2.91515e+01
4423  ,20.0641  ,22.3085  ,30.8796  ,2.91515e+01
4419  ,20.0641  ,22.3085  ,32.1149  ,2.91515e+01
4424  ,20.0641  ,22.3085  ,29.6443  ,2.91515e+01
587  ,11.417  ,22.3085  ,37.056  ,2.91506e+01
582  ,11.417  ,22.3085  ,24.7031  ,2.91506e+01
475  ,16.3582  ,22.3085  ,37.056  ,2.91505e+01
470  ,16.3582  ,22.3085  ,24.7031  ,2.91505e+01
3688  ,7.71111  ,22.3085  ,33.3502  ,2.91466e+01
3703  ,7.71111  ,22.3085  ,28.409  ,2.91466e+01
4430  ,20.0641  ,22.3085  ,28.409  ,2.91466e+01
4418  ,20.0641  ,22.3085  ,33.3502  ,2.91465e+01
3689  ,8.94641  ,22.3085  ,35.8207  ,2.91448e+01
3719  ,8.94641  ,22.3085  ,25.9384  ,2.91448e+01
4439  ,18.8288  ,22.3085  ,25.9384  ,2.91448e+01
4414  ,18.8288  ,22.3085  ,35.8207  ,2.91447e+01
3787  ,10.1817  ,22.3085  ,37.056  ,2.91428e+01
3825  ,10.1817  ,22.3085  ,24.7031  ,2.91428e+01
4509  ,17.5935  ,22.3085  ,37.056  ,2.91428e+01
4546  ,17.5935  ,22.3085  ,24.7031  ,2.91428e+01
3687  ,7.71111  ,22.3085  ,34.5854  ,2.91417e+01
3710  ,7.71111  ,22.3085  ,27.1737  ,2.91417e+01
4431  ,20.0641  ,22.3085  ,27.1737  ,2.91417e+01
4413  ,20.0641  ,22.3085  ,34.5854  ,2.91417e+01
4642  ,13.5471  ,23.0137  ,33.1796  ,2.91413e+01
4684  ,13.8876  ,22.3085  ,23.4678  ,2.91413e+01
4631  ,13.8876  ,22.3085  ,38.2913  ,2.91413e+01
617  ,6.47582  ,22.3085  ,32.1149  ,2.91388e+01
3798  ,12.3118  ,23.0137  ,33.1796  ,2.91388e+01
3599  ,6.47582  ,22.3085  ,30.8796  ,2.91387e+01
4673  ,12.6523  ,22.3085  ,23.4678  ,2.91387e+01
616  ,6.47582  ,22.3085  ,29.6443  ,2.91387e+01
4616  ,12.6523  ,22.3085  ,38.2913  ,2.91387e+01
4682  ,15.1229  ,22.3085  ,23.4678  ,2.91387e+01
4629  ,15.1229  ,22.3085  ,38.2913  ,2.91387e+01
504  ,21.2994  ,22.3085  ,29.6443  ,2.91387e+01
4317  ,21.2994  ,22.3085  ,30.8796  ,2.91387e+01
505  ,21.2994  ,22.3085  ,32.1149  ,2.91387e+01
4633  ,13.5471  ,23.0137  ,34.4148  ,2.91365e+01
3789  ,11.417  ,22.3085  ,38.2913  ,2.91361e+01
3835  ,11.417  ,22.3085  ,23.4678  ,2.91361e+01
4552  ,16.3582  ,22.3085  ,23.4678  ,2.91361e+01
4510  ,16.3582  ,22.3085  ,38.2913  ,2.91361e+01
603  ,8.94641  ,22.3085  ,37.056  ,2.91351e+01
598  ,8.94641  ,22.3085  ,24.7031  ,2.91351e+01
486  ,18.8288  ,22.3085  ,24.7031  ,2.91350e+01
491  ,18.8288  ,22.3085  ,37.056  ,2.91350e+01
3792  ,12.3118  ,23.0137  ,34.4148  ,2.91339e+01
3592  ,6.47582  ,22.3085  ,33.3502  ,2.91338e+01
3605  ,6.47582  ,22.3085  ,28.409  ,2.91338e+01
4326  ,21.2994  ,22.3085  ,28.409  ,2.91338e+01
4309  ,21.2994  ,22.3085  ,33.3502  ,2.91338e+01
4641  ,14.7111  ,23.2145  ,32.5266  ,2.91326e+01
3681  ,7.71111  ,22.3085  ,35.8207  ,2.91320e+01
3711  ,7.71111  ,22.3085  ,25.9384  ,2.91320e+01
4437  ,20.0641  ,22.3085  ,25.9384  ,2.91320e+01
4412  ,20.0641  ,22.3085  ,35.8207  ,2.91319e+01
4521  ,15.9464  ,23.2145  ,32.5266  ,2.91300e+01
4650  ,14.7111  ,23.3085  ,30.056  ,2.91294e+01
4640  ,14.7111  ,23.3085  ,31.2913  ,2.91294e+01
4649  ,14.7429  ,23.2501  ,28.8356  ,2.91291e+01
615  ,6.47582  ,22.3085  ,27.1737  ,2.91290e+01
618  ,6.47582  ,22.3085  ,34.5854  ,2.91290e+01
503  ,21.2994  ,22.3085  ,27.1737  ,2.91289e+01
506  ,21.2994  ,22.3085  ,34.5854  ,2.91289e+01
3780  ,10.1817  ,22.3085  ,38.2913  ,2.91284e+01
3826  ,10.1817  ,22.3085  ,23.4678  ,2.91284e+01
4550  ,17.5935  ,22.3085  ,23.4678  ,2.91284e+01
4508  ,17.5935  ,22.3085  ,38.2913  ,2.91283e+01
4632  ,14.7111  ,23.2145  ,33.7619  ,2.91277e+01
4643  ,13.3249  ,23.3475  ,32.0666  ,2.91275e+01
4634  ,14.5518  ,23.1227  ,34.8441  ,2.91275e+01
4652  ,13.3249  ,23.3475  ,30.8313  ,2.91275e+01
453  ,13.8876  ,22.3085  ,22.2325  ,2.91269e+01
460  ,13.8876  ,22.3085  ,39.5266  ,2.91269e+01
4624  ,13.5471  ,23.0137  ,35.6501  ,2.91268e+01
4526  ,15.9464  ,23.3085  ,30.056  ,2.91268e+01
4519  ,15.9464  ,23.3085  ,31.2913  ,2.91268e+01
4525  ,15.9782  ,23.2501  ,28.8356  ,2.91265e+01
3801  ,10.5935  ,23.2027  ,31.7031  ,2.91263e+01
3810  ,10.5935  ,23.2027  ,30.4678  ,2.91263e+01
4651  ,13.428  ,23.2988  ,28.459  ,2.91255e+01
4512  ,15.9464  ,23.2145  ,33.7619  ,2.91251e+01
3799  ,12.0896  ,23.3475  ,32.0666  ,2.91250e+01
3808  ,12.0896  ,23.3475  ,30.8313  ,2.91250e+01
4513  ,15.7871  ,23.1227  ,34.8441  ,2.91249e+01
4680  ,12.6523  ,22.3085  ,22.2325  ,2.91243e+01
4683  ,15.1229  ,22.3085  ,22.2325  ,2.91243e+01
4615  ,12.6523  ,22.3085  ,39.5266  ,2.91243e+01
4618  ,15.1229  ,22.3085  ,39.5266  ,2.91243e+01
4659  ,14.7429  ,23.2501  ,27.6003  ,2.91242e+01
4527  ,17.4391  ,23.2145  ,30.159  ,2.91238e+01
4520  ,17.4391  ,23.2145  ,31.3943  ,2.91238e+01
3806  ,12.1927  ,23.2988  ,28.459  ,2.91229e+01
4518  ,16.7683  ,23.2507  ,33.0422  ,2.91226e+01
3680  ,7.71111  ,22.3085  ,37.056  ,2.91223e+01
3717  ,7.71111  ,22.3085  ,24.7031  ,2.91223e+01
4406  ,20.0641  ,22.3085  ,37.056  ,2.91222e+01
4438  ,20.0641  ,22.3085  ,24.7031  ,2.91222e+01
581  ,11.417  ,22.3085  ,22.2325  ,2.91217e+01
588  ,11.417  ,22.3085  ,39.5266  ,2.91217e+01
469  ,16.3582  ,22.3085  ,22.2325  ,2.91217e+01
476  ,16.3582  ,22.3085  ,39.5266  ,2.91216e+01
4533  ,15.9782  ,23.2501  ,27.6003  ,2.91216e+01
3591  ,5.24053  ,22.3085  ,30.8796  ,2.91211e+01
3597  ,5.24053  ,22.3085  ,29.6443  ,2.91211e+01
3590  ,5.24053  ,22.3085  ,32.1149  ,2.91211e+01
4308  ,22.5346  ,22.3085  ,32.1149  ,2.91211e+01
4315  ,22.5346  ,22.3085  ,30.8796  ,2.91211e+01
4316  ,22.5346  ,22.3085  ,29.6443  ,2.91211e+01
4528  ,17.4811  ,23.215  ,28.9554  ,2.91207e+01
4660  ,13.428  ,23.2988  ,27.2237  ,2.91207e+01
3682  ,8.94641  ,22.3085  ,38.2913  ,2.91206e+01
3726  ,8.94641  ,22.3085  ,23.4678  ,2.91206e+01
4446  ,18.8288  ,22.3085  ,23.4678  ,2.91206e+01
4407  ,18.8288  ,22.3085  ,38.2913  ,2.91205e+01
3585  ,6.47582  ,22.3085  ,35.8207  ,2.91192e+01
3611  ,6.47582  ,22.3085  ,25.9384  ,2.91192e+01
4302  ,21.2994  ,22.3085  ,35.8207  ,2.91191e+01
4332  ,21.2994  ,22.3085  ,25.9384  ,2.91191e+01
3692  ,9.35817  ,23.2027  ,31.7031  ,2.91186e+01
3701  ,9.35817  ,23.2027  ,30.4678  ,2.91186e+01
4661  ,14.6708  ,23.2106  ,26.3265  ,2.91182e+01
3815  ,12.1927  ,23.2988  ,27.2237  ,2.91181e+01
4625  ,14.5518  ,23.1227  ,36.0794  ,2.91179e+01
4511  ,16.7683  ,23.2507  ,34.2775  ,2.91177e+01
3800  ,10.6089  ,23.3187  ,32.943  ,2.91171e+01
3584  ,5.24053  ,22.3085  ,33.3502  ,2.91163e+01
3598  ,5.24053  ,22.3085  ,28.409  ,2.91162e+01
4324  ,22.5346  ,22.3085  ,28.409  ,2.91162e+01
4307  ,22.5346  ,22.3085  ,33.3502  ,2.91162e+01
4416  ,18.6743  ,23.2145  ,31.3943  ,2.91161e+01
4421  ,18.6743  ,23.2145  ,30.159  ,2.91161e+01
4534  ,17.4811  ,23.215  ,27.7201  ,2.91158e+01
4535  ,15.9061  ,23.2106  ,26.3265  ,2.91156e+01
3814  ,10.8948  ,23.1531  ,26.4555  ,2.91155e+01
4505  ,15.7871  ,23.1227  ,36.0794  ,2.91153e+01
4415  ,18.0036  ,23.2507  ,33.0422  ,2.91148e+01
3779  ,10.1817  ,22.3085  ,39.5266  ,2.91139e+01
3833  ,10.1817  ,22.3085  ,22.2325  ,2.91139e+01
4551  ,17.5935  ,22.3085  ,22.2325  ,2.91139e+01
4502  ,17.5935  ,22.3085  ,39.5266  ,2.91139e+01
4422  ,18.7164  ,23.215  ,28.9554  ,2.91130e+01
3807  ,10.7897  ,23.4471  ,29.1034  ,2.91129e+01
3793  ,10.6089  ,23.3187  ,34.1783  ,2.91122e+01
3583  ,5.24053  ,22.3085  ,34.5854  ,2.91114e+01
3603  ,5.24053  ,22.3085  ,27.1737  ,2.91113e+01
4325  ,22.5346  ,22.3085  ,27.1737  ,2.91113e+01
4301  ,22.5346  ,22.3085  ,34.5854  ,2.91113e+01
4669  ,13.428  ,23.2988  ,25.9884  ,2.91110e+01
3797  ,11.6809  ,23.5015  ,33.4949  ,2.91102e+01
4408  ,18.0036  ,23.2507  ,34.2775  ,2.91099e+01
619  ,6.47582  ,22.3085  ,37.056  ,2.91095e+01
614  ,6.47582  ,22.3085  ,24.7031  ,2.91095e+01
502  ,21.2994  ,22.3085  ,24.7031  ,2.91094e+01
507  ,21.2994  ,22.3085  ,37.056  ,2.91094e+01
3690  ,9.37363  ,23.3187  ,32.943  ,2.91093e+01
4670  ,14.6708  ,23.2106  ,25.0913  ,2.91085e+01
3824  ,12.1927  ,23.2988  ,25.9884  ,2.91084e+01
4427  ,18.7164  ,23.215  ,27.7201  ,2.91081e+01
3816  ,10.7897  ,23.4471  ,27.8681  ,2.91080e+01
4692  ,13.8876  ,22.3085  ,20.9972  ,2.91080e+01
4619  ,13.8876  ,22.3085  ,40.7619  ,2.91080e+01
3674  ,7.71111  ,22.3085  ,38.2913  ,2.91078e+01
4444  ,20.0641  ,22.3085  ,23.4678  ,2.91078e+01
3705  ,9.65952  ,23.1531  ,26.4555  ,2.91078e+01
3718  ,7.71111  ,22.3085  ,23.4678  ,2.91078e+01
4405  ,20.0641  ,22.3085  ,38.2913  ,2.91077e+01
3791  ,10.5935  ,23.2548  ,35.409  ,2.91074e+01
4514  ,16.7699  ,23.3085  ,35.409  ,2.91071e+01
604  ,8.94641  ,22.3085  ,39.5266  ,2.91062e+01
597  ,8.94641  ,22.3085  ,22.2325  ,2.91061e+01
485  ,18.8288  ,22.3085  ,22.2325  ,2.91061e+01
492  ,18.8288  ,22.3085  ,39.5266  ,2.91061e+01
4543  ,15.9061  ,23.2106  ,25.0913  ,2.91059e+01
3820  ,10.8948  ,23.1531  ,25.2202  ,2.91058e+01
3691  ,8.06301  ,23.2267  ,31.7243  ,2.91055e+01
3700  ,8.06301  ,23.2267  ,30.489  ,2.91055e+01
4607  ,12.6523  ,22.3085  ,40.7619  ,2.91054e+01
4690  ,15.1229  ,22.3085  ,20.9972  ,2.91054e+01
4681  ,12.6523  ,22.3085  ,20.9972  ,2.91054e+01
3790  ,11.6809  ,23.5015  ,34.7302  ,2.91053e+01
4617  ,15.1229  ,22.3085  ,40.7619  ,2.91053e+01
3697  ,9.55443  ,23.4471  ,29.1034  ,2.91052e+01
3699  ,7.92102  ,23.1634  ,29.1105  ,2.91051e+01
4417  ,19.2405  ,23.3085  ,32.5266  ,2.91045e+01
3684  ,9.37363  ,23.3187  ,34.1783  ,2.91045e+01
633  ,4.00523  ,22.3085  ,32.1149  ,2.91036e+01
4653  ,13.5331  ,23.8427  ,29.9014  ,2.91036e+01
3490  ,4.00523  ,22.3085  ,30.8796  ,2.91035e+01
632  ,4.00523  ,22.3085  ,29.6443  ,2.91035e+01
521  ,23.7699  ,22.3085  ,32.1149  ,2.91035e+01
520  ,23.7699  ,22.3085  ,29.6443  ,2.91034e+01
4211  ,23.7699  ,22.3085  ,30.8796  ,2.91034e+01
4312  ,19.9096  ,23.2145  ,30.159  ,2.91033e+01
4303  ,19.9096  ,23.2145  ,31.3943  ,2.91033e+01
3698  ,8.62559  ,23.3721  ,29.6216  ,2.91032e+01
4532  ,16.9798  ,23.3798  ,26.4192  ,2.91028e+01
3781  ,11.417  ,22.3085  ,40.7619  ,2.91028e+01
4559  ,16.3582  ,22.3085  ,20.9972  ,2.91028e+01
3841  ,11.417  ,22.3085  ,20.9972  ,2.91028e+01
4503  ,16.3582  ,22.3085  ,40.7619  ,2.91027e+01
3577  ,5.24053  ,22.3085  ,35.8207  ,2.91016e+01
3604  ,5.24053  ,22.3085  ,25.9384  ,2.91015e+01
4330  ,22.5346  ,22.3085  ,25.9384  ,2.91015e+01
4300  ,22.5346  ,22.3085  ,35.8207  ,2.91015e+01
3809  ,12.2978  ,23.8427  ,29.9014  ,2.91010e+01
3707  ,9.55443  ,23.4471  ,27.8681  ,2.91003e+01
3709  ,7.92102  ,23.1634  ,27.8752  ,2.91002e+01
4313  ,19.9517  ,23.215  ,28.9554  ,2.91002e+01
3683  ,9.35817  ,23.2548  ,35.409  ,2.90996e+01
4409  ,19.2405  ,23.3085  ,33.7619  ,2.90996e+01
4410  ,18.0052  ,23.3085  ,35.409  ,2.90994e+01
3482  ,4.00523  ,22.3085  ,33.3502  ,2.90987e+01
3693  ,8.12288  ,23.3085  ,32.9384  ,2.90987e+01
3498  ,4.00523  ,22.3085  ,28.409  ,2.90986e+01
4204  ,23.7699  ,22.3085  ,33.3502  ,2.90986e+01
4217  ,23.7699  ,22.3085  ,28.409  ,2.90985e+01
3708  ,8.62559  ,23.3721  ,28.3863  ,2.90983e+01
4622  ,12.9162  ,23.5015  ,35.9655  ,2.90982e+01
3713  ,9.65952  ,23.1531  ,25.2202  ,2.90980e+01
797  ,13.2066  ,23.719  ,34.2443  ,2.90979e+01
3784  ,10.5935  ,23.2548  ,36.6443  ,2.90977e+01
4506  ,16.7699  ,23.3085  ,36.6443  ,2.90974e+01
3783  ,11.6809  ,23.5015  ,35.9655  ,2.90957e+01
4626  ,13.0641  ,23.2145  ,37.8796  ,2.90954e+01
4320  ,19.9517  ,23.215  ,27.7201  ,2.90953e+01
4426  ,18.2151  ,23.3798  ,26.4192  ,2.90951e+01
4429  ,19.5631  ,23.0995  ,26.0728  ,2.90951e+01
3774  ,10.1817  ,22.3085  ,40.7619  ,2.90950e+01
4557  ,17.5935  ,22.3085  ,20.9972  ,2.90950e+01
3834  ,10.1817  ,22.3085  ,20.9972  ,2.90950e+01
3578  ,6.47582  ,22.3085  ,38.2913  ,2.90950e+01
3618  ,6.47582  ,22.3085  ,23.4678  ,2.90949e+01
4501  ,17.5935  ,22.3085  ,40.7619  ,2.90949e+01
4294  ,21.2994  ,22.3085  ,38.2913  ,2.90949e+01
4338  ,21.2994  ,22.3085  ,23.4678  ,2.90949e+01
3706  ,8.54117  ,23.2836  ,26.7439  ,2.90944e+01
3686  ,8.12288  ,23.3085  ,34.1737  ,2.90938e+01
634  ,4.00523  ,22.3085  ,34.5854  ,2.90937e+01
631  ,4.00523  ,22.3085  ,27.1737  ,2.90937e+01
519  ,23.7699  ,22.3085  ,27.1737  ,2.90937e+01
522  ,23.7699  ,22.3085  ,34.5854  ,2.90937e+01
3822  ,10.6412  ,23.1771  ,24.241  ,2.90934e+01
3724  ,7.71111  ,22.3085  ,22.2325  ,2.90933e+01
3673  ,7.71111  ,22.3085  ,39.5266  ,2.90933e+01
4445  ,20.0641  ,22.3085  ,22.2325  ,2.90932e+01
4398  ,20.0641  ,22.3085  ,39.5266  ,2.90932e+01
4542  ,16.9798  ,23.3798  ,25.1839  ,2.90931e+01
3785  ,11.8288  ,23.2145  ,37.8796  ,2.90929e+01
3588  ,6.82772  ,23.2267  ,31.7243  ,2.90928e+01
3596  ,6.82772  ,23.2267  ,30.489  ,2.90927e+01
3595  ,6.68573  ,23.1634  ,29.1105  ,2.90924e+01
4667  ,13.4426  ,23.3317  ,24.0528  ,2.90923e+01
3576  ,5.24053  ,22.3085  ,37.056  ,2.90918e+01
3609  ,5.24053  ,22.3085  ,24.7031  ,2.90918e+01
4304  ,20.4758  ,23.3085  ,32.5266  ,2.90917e+01
4293  ,22.5346  ,22.3085  ,37.056  ,2.90917e+01
4331  ,22.5346  ,22.3085  ,24.7031  ,2.90917e+01
4620  ,14.2994  ,23.3085  ,37.8796  ,2.90914e+01
3594  ,7.39029  ,23.3721  ,29.6216  ,2.90904e+01
3676  ,9.35817  ,23.2548  ,36.6443  ,2.90899e+01
3821  ,12.2073  ,23.3317  ,24.0528  ,2.90897e+01
4540  ,14.6779  ,23.3317  ,24.0528  ,2.90897e+01
4402  ,18.0052  ,23.3085  ,36.6443  ,2.90897e+01
2391  ,14.3706  ,23.9197  ,33.5913  ,2.90891e+01
452  ,13.8876  ,22.3085  ,19.7619  ,2.90891e+01
461  ,13.8876  ,22.3085  ,41.9972  ,2.90891e+01
2655  ,14.2113  ,23.828  ,34.6735  ,2.90889e+01
4504  ,15.5346  ,23.3085  ,37.8796  ,2.90888e+01
3602  ,6.68573  ,23.1634  ,27.8752  ,2.90875e+01
3675  ,8.94641  ,22.3085  ,40.7619  ,2.90872e+01
3732  ,8.94641  ,22.3085  ,20.9972  ,2.90872e+01
4453  ,18.8288  ,22.3085  ,20.9972  ,2.90872e+01
4399  ,18.8288  ,22.3085  ,40.7619  ,2.90871e+01
4411  ,19.2806  ,23.3674  ,35.345  ,2.90870e+01
4295  ,20.4758  ,23.3085  ,33.7619  ,2.90868e+01
4688  ,12.6523  ,22.3085  ,19.7619  ,2.90865e+01
4691  ,15.1229  ,22.3085  ,19.7619  ,2.90865e+01
4606  ,12.6523  ,22.3085  ,41.9972  ,2.90865e+01
4609  ,15.1229  ,22.3085  ,41.9972  ,2.90865e+01
3589  ,6.88758  ,23.3085  ,32.9384  ,2.90859e+01
3714  ,9.40591  ,23.1771  ,24.241  ,2.90856e+01
4433  ,18.2151  ,23.3798  ,25.1839  ,2.90854e+01
4436  ,19.5631  ,23.0995  ,24.8375  ,2.90854e+01
3716  ,8.54117  ,23.2836  ,25.5086  ,2.90847e+01
2405  ,12.9844  ,24.0527  ,33.1313  ,2.90840e+01
3475  ,4.00523  ,22.3085  ,35.8207  ,2.90839e+01
3504  ,4.00523  ,22.3085  ,25.9384  ,2.90839e+01
468  ,16.3582  ,22.3085  ,19.7619  ,2.90839e+01
589  ,11.417  ,22.3085  ,41.9972  ,2.90839e+01
580  ,11.417  ,22.3085  ,19.7619  ,2.90839e+01
477  ,16.3582  ,22.3085  ,41.9972  ,2.90838e+01
4197  ,23.7699  ,22.3085  ,35.8207  ,2.90838e+01
4224  ,23.7699  ,22.3085  ,25.9384  ,2.90838e+01
4544  ,16.9301  ,23.1899  ,23.3266  ,2.90824e+01
4322  ,20.7984  ,23.0995  ,26.0728  ,2.90823e+01
3488  ,2.76994  ,22.3085  ,29.6443  ,2.90817e+01
3481  ,2.76994  ,22.3085  ,30.8796  ,2.90817e+01
3480  ,2.76994  ,22.3085  ,32.1149  ,2.90817e+01
3600  ,7.30588  ,23.2836  ,26.7439  ,2.90816e+01
3786  ,11.0077  ,23.2755  ,38.2386  ,2.90816e+01
4203  ,25.0052  ,22.3085  ,32.1149  ,2.90816e+01
4210  ,25.0052  ,22.3085  ,29.6443  ,2.90815e+01
4209  ,25.0052  ,22.3085  ,30.8796  ,2.90815e+01
3582  ,6.88758  ,23.3085  ,34.1737  ,2.90810e+01
4614  ,13.0641  ,23.2145  ,39.1149  ,2.90810e+01
620  ,6.47582  ,22.3085  ,39.5266  ,2.90804e+01
613  ,6.47582  ,22.3085  ,22.2325  ,2.90804e+01
825  ,15.5346  ,24.1204  ,32.9384  ,2.90803e+01
508  ,21.2994  ,22.3085  ,39.5266  ,2.90803e+01
501  ,21.2994  ,22.3085  ,22.2325  ,2.90803e+01
2654  ,15.3753  ,24.0287  ,34.0206  ,2.90802e+01
758  ,15.216  ,23.937  ,35.1028  ,2.90800e+01
4428  ,19.8052  ,23.4529  ,26.7297  ,2.90795e+01
3831  ,10.6412  ,23.1771  ,23.0058  ,2.90789e+01
3777  ,11.8288  ,23.2145  ,39.1149  ,2.90784e+01
4679  ,13.4426  ,23.3317  ,22.8175  ,2.90778e+01
4403  ,19.2806  ,23.3674  ,36.5803  ,2.90773e+01
3570  ,5.24053  ,22.3085  ,38.2913  ,2.90773e+01
3610  ,5.24053  ,22.3085  ,23.4678  ,2.90772e+01
4336  ,22.5346  ,22.3085  ,23.4678  ,2.90771e+01
2257  ,15.5346  ,24.2145  ,31.7031  ,2.90771e+01
4292  ,22.5346  ,22.3085  ,38.2913  ,2.90771e+01
4611  ,14.2994  ,23.3085  ,39.1149  ,2.90770e+01
